epoch,train_loss,train_acc,val_loss,val_acc,lr
7,4.5201517776786915,0.14918654241036172,4.219220989918719,0.19067081297201244,0.0001
8,4.1678727785947105,0.18734204706997315,3.969304456587952,0.22203465126610394,0.0001
9,3.9184519937678246,0.2157735744748065,3.8252934539333974,0.23625055530875166,0.0001
10,3.7283912669838446,0.23967382719949454,3.7003537934285067,0.2514438027543314,0.0001
epoch,train_loss,train_acc,val_loss,val_acc,lr
epoch,train_loss,train_acc,val_loss,val_acc,lr
11,3.5742930760411475,0.2618464697520139,3.5667876640567244,0.27383385162150153,0.0001
12,3.4265562696792826,0.2819163639235508,3.4763951445409638,0.2844957796534873,0.0001
13,3.3197700324696475,0.2963394408466277,3.4377361452881363,0.28725011106175036,0.0001
14,3.2205555467239546,0.30979505607329016,3.3821713547768035,0.29684584629053756,0.0001
15,3.1337931306040923,0.324158900647607,3.3237332712009926,0.3075077743225233,0.0001
epoch,train_loss,train_acc,val_loss,val_acc,lr
epoch,train_loss,train_acc,val_loss,val_acc,lr
16,2.9150902125304805,0.3659275785815827,3.2312371682082746,0.3250111061750333,0.0001
epoch,train_loss,train_acc,val_loss,val_acc,lr
17,2.802272096438687,0.3821671141999684,3.1982623197935993,0.32661039537983116,0.0001
18,2.7327618041962665,0.39434923392828936,3.1607338127058275,0.341003998223012,0.0001
19,2.6605466207872728,0.40512952140262204,3.105657642166226,0.34366948023100846,0.0001
20,2.6142040975209455,0.4102333754541147,3.1067640127048977,0.34384717903154155,0.0001
epoch,train_loss,train_acc,val_loss,val_acc,lr
epoch,train_loss,train_acc,val_loss,val_acc,lr
epoch,train_loss,train_acc,val_loss,val_acc,lr
21,2.7951994232987554,0.3772508292528826,3.138703381247332,0.33469569080408706,0.0001
22,2.759021362861437,0.3821374980255884,3.1179785324699982,0.33949355841848067,0.0001
23,2.716571537658626,0.3899462960037909,3.0898492953979613,0.34669035984007107,0.0001
24,2.689978410877185,0.393747038382562,3.067862632993802,0.34944469124833405,0.0001
25,2.6480199075426802,0.39993681882798926,3.0702603756613542,0.3474011550422035,0.0001
